718.  Ich werde morgen ausschlafen. ,  I will sleep in tomorrow., vocabulary-tag
719.  Es ist gefährlich , mit Feuer zu spielen. ,  It is dangerous to play with fire., vocabulary-tag
720.  Die Wohnung hat einen tollen Ausblick! ,  The apartment has a great view!, vocabulary-tag
721.  Bitte sei heute Abend vorsichtig . ,  Please be careful tonight., vocabulary-tag
722.  Er möchte die Rechnung zahlen . ,  He would like to pay the bill., vocabulary-tag
723.  Wer gesund ist, leidet nicht an irgendeiner Krankheit. ,  Someone who is healthy is not suffering from any illness., vocabulary-tag
724.  Ich habe den Anruf verpasst. ,  I missed the call ., vocabulary-tag
725.  Er hat seinen gesamten Besitz verloren. ,  He lost all of his possessions ., vocabulary-tag
726.  Dieser Kuchen schmeckt wunderbar! ,  This cake tastes wonderful !, vocabulary-tag
727.  Wir werden für deine Kinder sorgen . ,  We will take care of your children., vocabulary-tag
728.  Wir haben es geschafft , das Auto zu reparieren. ,  We managed to repair the car., vocabulary-tag
729.  Die Acht ist meine Glückszahl. ,  Eight is my lucky number., vocabulary-tag
730.  In der Tiefe des Meeres leben seltsame Tiere. ,  Strange animals live in the depth of the sea., vocabulary-tag
731.  Es ist wichtig, offen zu sein. ,  It is important to be open-minded ., vocabulary-tag
732.  Er darf keinen Laut machen! ,  He is not allowed to make a sound !, vocabulary-tag
733.  Warst du jemals in Ägypten? ,  Have you ever been to Egypt?, vocabulary-tag
734.  Dein Pferd sieht sehr gesund aus. ,  Your horse looks very healthy., vocabulary-tag
735.  Wir müssen den Mist rausbringen. ,  We have to take out the manure ., vocabulary-tag
736.  Dieser Pullover kann nicht so viel kosten ! ,  This pullover cannot cost this much!, vocabulary-tag
737.  Wem gehört das? ,  To whom does this belong?, vocabulary-tag
738.  Solange du glücklich bist, bin ich es auch. ,  As long as you are happy, I am, too!, vocabulary-tag
739.  Im See wurde eine Leiche gefunden. ,  A corpse was found in the lake., vocabulary-tag
740.  Das Opfer war 20 Jahre alt. ,  The victim was 20 years old., vocabulary-tag
741.  Das Rot passt gut zu deiner Kette. ,  The red goes well with your necklace., vocabulary-tag
742.  Dein Kommentar hat mich wirklich verletzt . ,  Your comment really upset me., vocabulary-tag
743.  Wow , du siehst fantastisch aus! ,  Wow , you look fantastic!, vocabulary-tag
744.  Das Flugzeug wird in wenigen Minuten landen. ,  The aircraft will land in a few minutes., vocabulary-tag
745.  Ich finde diesen Schal besonders schön. ,  I find this scarf particularly nice., vocabulary-tag
746.  Ich habe mit deinem Vater gesprochen . ,  I have spoken to your father., vocabulary-tag
747.  Du musst aus dem Haus heraus . ,  You have to get out of the house., vocabulary-tag
748.  Woher hast du diese Information ? ,  Where did you get this information from?, vocabulary-tag
749.  Am Samstag tanzen wir. ,  On Saturday we will dance ., vocabulary-tag
750.  Ihre Sicherheit ist unsere Priorität. ,  Your security is our priority., vocabulary-tag
751.  Ich mag ihn nicht, er ist ein echtes Arschloch . ,  I don’t like him, he is a real asshole ., vocabulary-tag
752.  Er hat das Ziel nicht getroffen. ,  He didn’t hit the target ., vocabulary-tag
753.  Michael kann manchmal ein Idiot sein. ,  Michael can sometimes be an idiot ., vocabulary-tag
754.  Tja , mehr kann ich dazu nicht sagen. ,  Well , I cannot say any more to that., vocabulary-tag
755.  Es ist kalt, aber wenigstens regnet es nicht. ,  It’s cold but at least it doesn’t rain., vocabulary-tag
756.  Dieser Zug hält hier nicht. ,  This train doesn’t stop here., vocabulary-tag
757.  Diese Bewegung tut weh. ,  This movement hurts., vocabulary-tag
758.  Sie wohnt in einem Haus am See. ,  She lives in a house by the lake., vocabulary-tag
759.  Er kann seinen Arm nicht bewegen . ,  He cannot move his arm., vocabulary-tag
760.  Du darfst das Haus nicht betreten . ,  You are not allowed to enter the house., vocabulary-tag
761.  Der Schuppen ist hinten im Garten. ,  The shed is in the back of the garden., vocabulary-tag
762.  Damals hatte ich noch eine andere Ansicht. ,  At the time I had other views., vocabulary-tag
763.  Ich habe seine Antwort nicht verstanden. ,  I didn’t understand his reply ., vocabulary-tag
764.  Er kann seine Enkelkinder nicht mehr erkennen . ,  He cannot recognize his grandchildren any more., vocabulary-tag
765.  Wir werden den Feind besiegen! ,  We will defeat the enemy !, vocabulary-tag
766.  Den Laden musste man leider schließen . ,  Unfortunately, the shop had to be shut down ., vocabulary-tag
767.  Der Soldat rettete viele Personen. ,  The soldier rescued many people., vocabulary-tag
768.  Das Essen ist absolut köstlich. ,  The food is absolutely delicious., vocabulary-tag
769.  Sie hat ein großes Geheimnis . ,  She has a big secret ., vocabulary-tag
770.  Das Hotel war direkt am Meer. ,  The hotel was directly by the sea., vocabulary-tag
771.  Dieser Kuchen ist viel zu süß . ,  This cake is far too sweet ., vocabulary-tag
772.  Ich denke , dass du jetzt gehen solltest. ,  I think that you should go now., vocabulary-tag
773.  Ich schätze deine Meinung sehr. ,  I value your opinion a lot., vocabulary-tag
774.  Die beiden gleichen sich sehr. ,  They both resemble each other., vocabulary-tag
775.  Die Meeresspiegel steigen immer weiter an. ,  The sea levels constantly rise further., vocabulary-tag
776.  Dieser Mann sieht seltsam aus. ,  This man looks strange ., vocabulary-tag
777.  Gestern ist meine Tante gestorben . ,  My aunt died yesterday., vocabulary-tag
778.  Uns fehlt das Verständnis für sie. ,  We lack understanding for her., vocabulary-tag
779.  Dieser Tisch war sehr teuer. ,  This table was very expensive., vocabulary-tag
780.  Zeig mir deine Hände! ,  Show me your hands!, vocabulary-tag
781.  Dieses Buch ist wirklich interessant . ,  This book is really interesting ., vocabulary-tag
782.  Er hat schon mehrere Menschen umgebracht . ,  He has already killed several people., vocabulary-tag
783.  Er würde eher zu Hause bleiben, als nach Hamburg zu fahren. ,  He would rather stay at home than go to Hamburg., vocabulary-tag
784.  Er hat zu viel von ihr erwartet . ,  He expected too much of her., vocabulary-tag
785.  Es ist unmöglich , alles bis morgen zu erledigen. ,  It is impossible to get everything done by tomorrow., vocabulary-tag
786.  Sie bereut ihre Tat . ,  She regrets her deed ., vocabulary-tag
787.  Viele Kinder fürchten sich vor der Dunkelheit. ,  Many children fear the darkness., vocabulary-tag
788.  Du musst das Geschäft übernehmen . ,  You have to take over the business., vocabulary-tag
789.  Wir dürfen ihn nicht bei der Arbeit stören . ,  We are not allowed to disturb him at work., vocabulary-tag
790.  Du hast die Möglichkeit , im Ausland zu arbeiten. ,  You have the possibility to work abroad., vocabulary-tag
791.  Das Essen war kalt und außerdem viel zu salzig. ,  The food was cold and in addition to that far too salty., vocabulary-tag
792.  Diese Jacke hat keine Tasche . ,  This jacket does not have a pocket ., vocabulary-tag
793.  Wir sollten das Fenster aufmachen. ,  We should open the window ., vocabulary-tag
794.  Die Lage des Hauses ist perfekt! ,  The location of the house is perfect!, vocabulary-tag
795.  Jeder neue Anfang ist schwer. ,  Every new beginning is difficult., vocabulary-tag
796.  Deine Haare sind länger als meine. ,  Your hair is longer than mine., vocabulary-tag
797.  Dort drüben ist ein Tier . ,  There is an animal over there., vocabulary-tag
798.  Wen nimmst du mit in die Oper? ,  Who do you take to the opera with you?, vocabulary-tag
799.  Die Reichen müssen sich keine Sorgen über Geld machen. ,  The rich don’t have to worry about money., vocabulary-tag
800.  Es ist so still im Haus. ,  It is so quiet in the house., vocabulary-tag
801.  Und plötzlich hat er zu schreien angefangen! ,  And suddenly he started screaming!, vocabulary-tag
802.  Der Schaden ist zu groß – man kann es nicht mehr reparieren. ,  The damage is too great – it cannot be repaired anymore., vocabulary-tag
803.  Jedes Lebewesen hat eine Seele . ,  Every living being has a soul ., vocabulary-tag
804.  Er ist der Polizei bereits bekannt . ,  He is already known to the police., vocabulary-tag
805.  Ich hatte vorher schon einmal Probleme damit. ,  I previously already had problems with it., vocabulary-tag
806.  Am Morgen ging er fort . ,  He went away in the morning., vocabulary-tag
807.  Er hat einen schnellen Wagen! ,  He has a fast car!, vocabulary-tag
808.  Ich möchte meinen Anwalt sprechen. ,  I would like to speak to my lawyer ., vocabulary-tag
809.  Jeden Mai machen wir eine Wanderung. ,  Every May we go on a hike., vocabulary-tag
810.  Die Firma macht viel Geld. ,  The company makes a lot of money., vocabulary-tag
811.  Der Patient darf noch nicht nach Hause gehen. ,  The patient is not allowed to go home yet., vocabulary-tag
812.  Zieh an der Schnur! ,  Pull the cord!, vocabulary-tag
813.  Mein Finger ist geschwollen. ,  My finger is swollen., vocabulary-tag
814.  Wir haben ihm ein Geschenk gekauft. ,  We bought him a gift ., vocabulary-tag
815.  Der Schluss war ziemlich unerwartet. ,  The ending was pretty unexpected., vocabulary-tag
816.  Jeder kennt Schneewittchen und die sieben Zwerge. ,  Everyone knows Snow White and the Seven Dwarfs., vocabulary-tag
817.  Sollen wir wetten ? ,  Do you want to bet ?, vocabulary-tag
818.  Das Schwein liegt in der Sonne. ,  The pig lies in the sun., vocabulary-tag
819.  Dieses Bier schmeckt besonders gut. ,  This beer tastes particularly good., vocabulary-tag
820.  Komm bitte rüber . ,  Please come over ., vocabulary-tag
821.  Diese Getränke bestehen zum Großteil aus Zucker und Wasser. ,  These drinks mainly consist of sugar and water., vocabulary-tag
822.  Der Mörder kannte sein Opfer. ,  The murderer knew his victim., vocabulary-tag
823.  Die Aussicht von hier ist wunderschön . ,  The view from here is beautiful ., vocabulary-tag
824.  Bitte stell das Glas nicht aufs Sofa. ,  Please don’t put the glass on the sofa., vocabulary-tag
825.  Sein Ärger verflog nach ein paar Minuten. ,  His anger dispersed after a few minutes., vocabulary-tag
826.  Ich kann eine Stimme hören. ,  I can hear a voice ., vocabulary-tag
827.  Sie möchte mir ihr Geheimnis nicht verraten . ,  She does not want to reveal her secret to me., vocabulary-tag
828.  Unsere Beziehung läuft momentan nicht so gut. ,  Our relationship isn’t going so well at the moment., vocabulary-tag
829.  Solche Dinge sagt man nicht! ,  You shouldn’t say such things!, vocabulary-tag
830.  Man muss das Gesetz befolgen. ,  One has to follow the law ., vocabulary-tag
831.  Das Volk hat dagegen gestimmt. ,  The people voted against it., vocabulary-tag
832.  Er ist solch ein guter Mann. ,  He is such a good man., vocabulary-tag
833.  Der Polizist nahm die Frau fest. ,  The policeman arrested the woman., vocabulary-tag
834.  Ich habe deinen Brief gelesen. ,  I read your letter ., vocabulary-tag
835.  Die Regierung wird nichts dagegen unternehmen. ,  The government won’t do anything about it., vocabulary-tag
836.  Das Dunkel macht mir Angst. ,  The dark scares me., vocabulary-tag
837.  Du kannst dich nicht vor mir verstecken . ,  You cannot hide from me., vocabulary-tag
838.  Das hat er geschickt geregelt! ,  He arranged that cleverly !, vocabulary-tag
839.  Im Gebäude befindet sich eine Bombe . ,  There is a bomb in the building., vocabulary-tag
840.  Er hat diesen Computer noch nie benutzt . ,  He has never used this computer., vocabulary-tag
841.  Ich werde diesen Augenblick niemals vergessen. ,  I will never forget this moment ., vocabulary-tag
842.  Auf dieser Insel gibt es keine Touristen. ,  There are no tourists on this island ., vocabulary-tag
843.  Der Lauf war unglaublich! ,  The run was incredible!, vocabulary-tag
844.  Wir müssen um den See herum gehen. ,  We have to go around the lake., vocabulary-tag
845.  Er wird heute sein Visum erhalten . ,  He will obtain his visa today., vocabulary-tag
846.  Diese Stelle ist perfekt zum Zelten. ,  This location is perfect for camping., vocabulary-tag
847.  Meine Katzen kommen durch diese Klappe ins Haus. ,  My cats enter the house through this flap ., vocabulary-tag
848.  Dieser Witz ist wirklich blöd . ,  This joke is really stupid ., vocabulary-tag
849.  Er braucht mindestens acht Stunden Schlaf . ,  He needs at least eight hours of sleep ., vocabulary-tag
850.  Es ist in nächster Nähe . ,  It is in close proximity ., vocabulary-tag
851.  Ich kann den Rauch riechen . ,  I can smell the smoke., vocabulary-tag
852.  Die Küche ist sehr sauber . ,  The kitchen is very clean ., vocabulary-tag
853.  Der Rum aus Jamaika ist lecker. ,  The rum from Jamaica is tasty., vocabulary-tag
854.  Ist es wirklich nötig , dass du so schreist? ,  Is it really necessary for you to scream like that?, vocabulary-tag
855.  Heute Abend müssen wir uns entscheiden . ,  This evening we will have to decide ., vocabulary-tag
856.  Die letzte Szene war spannend. ,  The last scene was exciting., vocabulary-tag
857.  Du hast den Kaffee schon bezahlt . ,  You already paid for the coffee., vocabulary-tag
858.  Du hast tatsächlich recht . ,  You are right indeed ., vocabulary-tag
859.  Du musst schwören , dass du nichts sagst. ,  You have to swear that you won’t say anything., vocabulary-tag
860.  Diese Schalter werden den Strom regeln . ,  These switches will regulate the electricity., vocabulary-tag
861.  Wir müssen den Vorfall melden . ,  We have to report the incident., vocabulary-tag
862.  Hier kann man viel Geld verdienen . ,  You can earn a lot of money here., vocabulary-tag
863.  Die zweite Episode war besser. ,  The second episode was better., vocabulary-tag
864.  Ich habe Hunger, obwohl ich vorhin gegessen habe. ,  I am hungry even though I ate earlier., vocabulary-tag
865.  Unser Planet ist wunderschön. ,  Our planet is beautiful., vocabulary-tag
866.  Ihr Partner ist unglaublich arrogant. ,  Her partner is incredibly arrogant., vocabulary-tag
867.  Jedes Kind bekommt einen Sticker. ,  Each child gets a sticker., vocabulary-tag
868.  Sie spricht kaum Deutsch . ,  She hardly speaks any German ., vocabulary-tag
869.  Ich verkleide mich als Vampir. ,  I am dressing up as a vampire., vocabulary-tag
870.  Das System funktioniert problemlos. ,  The system works without any problems., vocabulary-tag
